cnpj,optante_simples,optante_simei
42642838000129,Sim,Sim
42649501000143,Sim,Sim
42652501000100,Sim,Sim
42673388000131,Sim,Sim
42676572000135,Sim,Sim
42696599000190,Sim,Sim
42696804000117,Sim,Sim
42723467000100,Não informado,Não informado
42751815000152,Sim,Sim
42794111000167,Sim,Sim
42817048000137,Sim,Sim
42824787000156,Sim,Não
42836470000130,Sim,Sim
42881252000117,Sim,Sim
42893531000109,Sim,Sim
42927276000160,Sim,Sim
42927782000159,Sim,Sim
42927978000143,Sim,Sim
42941206000166,Sim,Sim
42946778000138,Sim,Sim
42987238000100,Sim,Não
43030674000141,Sim,Sim
43060901000181,Sim,Sim
43109385000132,Não informado,Não informado
43123415000165,Sim,Sim
43126973000184,Sim,Sim
43166748000171,Sim,Sim
43177709000170,Sim,Sim
43206990000121,Sim,Sim
43220023000114,Sim,Sim
43220349000141,Sim,Sim
43286793000160,Sim,Sim
43301182000143,Sim,Sim
43325806000162,Sim,Sim
43345928000110,Sim,Sim
43367027000120,Sim,Sim
43375235000170,Sim,Não
43382157000131,Sim,Sim
43400884000184,Sim,Sim
43427660000166,Sim,Sim
43441916000190,Sim,Sim
43476569000130,Sim,Sim
43582091000123,Não informado,Não informado
43615886000190,Sim,Sim
43637611000158,Sim,Não
43712240000121,Sim,Sim
43714727000143,Não informado,Não informado
43724307000148,Sim,Sim
43765683000180,Sim,Não
43770046000100,Sim,Sim
43776517000180,Não,Não
43789992000190,Sim,Sim
43817591000105,Sim,Não
43818133000182,Sim,Sim
43839346000190,Sim,Sim
43857413000108,Sim,Sim
43922499000105,Sim,Sim
43925607000195,Sim,Sim
44007521000146,Sim,Sim
44029937000165,Sim,Não
44042865000196,Não informado,Não informado
44064694000104,Sim,Não
44098444000187,Sim,Sim
44103423000102,Sim,Sim
44139461000115,Não informado,Não informado
44156992000116,Sim,Sim
44183491000129,Sim,Sim
44203959000108,Sim,Sim
44223075000107,Sim,Não
44228166000135,Sim,Sim
44247762000162,Sim,Sim
44279033000198,Sim,Sim
44280566000190,Sim,Sim
44287190000145,Sim,Sim
44304591000166,Não informado,Não informado
44309341000119,Sim,Sim
44380805000183,Sim,Não
44392696000114,Sim,Sim
44399302000150,Sim,Sim
44467064000172,Sim,Sim
44491098000100,Não informado,Não informado
44508424000137,Não informado,Não informado
44543250000143,Não informado,Não informado
44552801000135,Sim,Sim
44570302000170,Sim,Sim
44628319000131,Sim,Sim
44646077000109,Sim,Sim
44696355000132,Sim,Não
44702185000151,Sim,Sim
44726078000163,Sim,Sim
44746822000191,Sim,Sim
44768931000100,Sim,Sim
44837244000107,Sim,Sim
44863874000148,Sim,Sim
44900394000100,Sim,Sim
44934782000101,Sim,Não
44937493000166,Sim,Sim
44943890000140,Sim,Sim
44962895000110,Sim,Sim
44981509000138,Sim,Sim
44993258000101,Sim,Sim
45001509000197,Sim,Sim
45006868000137,Sim,Não
45031547000192,Sim,Sim
45039540000117,Sim,Sim
45076910000196,Sim,Sim
45084401000105,Sim,Sim
45087782000186,Não informado,Não informado
45088439000156,Sim,Sim
45089480000147,Sim,Sim
45097076000115,Sim,Sim
45104944000147,Sim,Sim
45108278000115,Sim,Sim
45138115000185,Sim,Sim
45148882000175,Sim,Sim
45168571000178,Sim,Sim
45204420000128,Sim,Sim
45242914039141,Não,Não
45247878000164,Sim,Sim
45301580000195,Sim,Sim
45319526000177,Sim,Sim
45345330000157,Sim,Sim
45393548000187,Sim,Sim
45414926000161,Sim,Sim
45449511000123,Sim,Não
45451271000100,Sim,Sim
45507029000100,Sim,Sim
45512081000147,Não informado,Não informado
45540377000171,Sim,Sim
45556399000120,Sim,Não
45599019000134,Sim,Sim
45599119000160,Sim,Sim
45632111000159,Sim,Sim
45635761000158,Sim,Sim
45654197000110,Sim,Sim
45683143000183,Sim,Não
45702436000160,Sim,Sim
45770947000110,Sim,Sim
45816313000150,Sim,Sim
45852026000104,Sim,Sim
45902752000186,Sim,Não
45911733000116,Não informado,Não informado
46001260000182,Sim,Sim
46039229000130,Sim,Sim
46086945000179,Sim,Sim
46123002000179,Sim,Sim
46146025000107,Sim,Sim
46147327000191,Sim,Sim
46163819000170,Sim,Sim
46172648000146,Sim,Não
46183233000178,Sim,Sim
46222892000176,Sim,Sim
46228178000195,Sim,Sim
46255643000187,Sim,Sim
46272663000166,Sim,Sim
46282967000104,Sim,Sim
46285223000143,Sim,Sim
46332951000169,Sim,Sim
46337501000169,Sim,Sim
46368557000180,Sim,Não
46385094000165,Sim,Sim
46392962000134,Sim,Sim
46404371000130,Sim,Sim
46453728000170,Não informado,Não informado
46483975000119,Sim,Sim
46485691000161,Sim,Sim
46514775000186,Sim,Sim
46551314000183,Sim,Sim
46592163000101,Sim,Sim
46620299000188,Sim,Sim
46641192000116,Sim,Sim
46646099000102,Sim,Sim
46650549000122,Sim,Não
46668673000115,Sim,Sim
46698754000168,Sim,Não
46760635000198,Sim,Sim
46790157000169,Sim,Sim
46806032000180,Sim,Sim
46843387000149,Sim,Sim
46843419000106,Sim,Sim
46847197000108,Sim,Não
46895623000170,Sim,Não
46923052000130,Sim,Sim
46956288000173,Sim,Sim
47019652000131,Sim,Sim
47020006000194,Sim,Sim
47041766000188,Sim,Sim
47042819000185,Sim,Sim
47099886000136,Sim,Sim
47114373000157,Sim,Sim
47118828000102,Sim,Sim
47160269000107,Sim,Não
47184073000144,Sim,Sim
47184446000187,Sim,Sim
47198166000128,Sim,Não
47203968000189,Sim,Sim
47204780000155,Não informado,Não informado
47207826000190,Sim,Sim
47223871000138,Sim,Sim
47223878000150,Sim,Sim
47252381000160,Sim,Sim
47269404000149,Sim,Sim
47270136000185,Sim,Sim
47298141000104,Sim,Sim
47331838000121,Não informado,Não informado
47347439000159,Sim,Sim
47364216000108,Sim,Sim
47371716000169,Sim,Não
47386474000187,Não informado,Não informado
47423232000116,Não informado,Não informado
47484417000130,Sim,Sim
47499805000195,Sim,Sim
47508411000156,Não,Não
47514333000100,Não informado,Não informado
47522903000104,Não informado,Não informado
47540194000181,Sim,Sim
47599969000194,Sim,Sim
47609728000189,Sim,Não
47651182000124,Sim,Sim
47665742000108,Sim,Sim
47683794000107,Sim,Sim
47695290000107,Sim,Sim
47734767000108,Sim,Sim
47790224000108,Sim,Sim
47798113000148,Sim,Sim
47802651000169,Sim,Sim
47886612000197,Sim,Sim
47913681000142,Não informado,Não informado
47933597000190,Não informado,Não informado
47952824000125,Não informado,Não informado
47960950115611,Não,Não
47974218000100,Não informado,Não informado
48009632000142,Não informado,Não informado
48027853000143,Não informado,Não informado
48040155000188,Não informado,Não informado
48125886000126,Não informado,Não informado
48186299000147,Não informado,Não informado
48231425000138,Não informado,Não informado
48240720000150,Não informado,Não informado
48252734000194,Não informado,Não informado
48253164000157,Não informado,Não informado
48302980000103,Não informado,Não informado
48325310000102,Não,Não
48358364000174,Não informado,Não informado
49425457000137,Não,Não
50255355000108,Não,Não
52948460000140,Sim,Não
54566971000122,Sim,Não
54826532000292,Não,Não
57214900001473,Não informado,Não informado
58062779000150,Não,Não
58069360002335,Não,Não
58392432000175,Não,Não
59285411000113,Não,Não
59418806000147,Não,Não
59754523000176,Não,Não
60500139000126,Não,Não
60543816000193,Não,Não
60840055000131,Não,Não
60933603000178,Não,Não
61351532000168,Não,Não
62002886000160,Não,Não
62951355000113,Não,Não
63269492000135,Sim,Não
63304950000120,Não,Não
63983167000130,Sim,Não
64904295000103,Não,Não
65446213000197,Sim,Não
65524944002319,Não,Não
65993453003399,Não,Não
67010660000124,Não,Não
67170431000177,Não,Não
67241901000146,Não,Não
67380519000113,Sim,Não
68550201000104,Não,Não
69350171000147,Sim,Não
70116827000493,Não,Não
71120018000175,Não,Não
71240121000159,Sim,Não
71304737000146,Sim,Não
71541320000105,Não,Não
72375975000105,Não,Não
72520968000150,Não,Não
73045528000150,Sim,Não
73113243000290,Não,Não
73910440000150,Sim,Não
73965485000121,Não,Não
75549097000195,Sim,Não
76648500002492,Não,Não
78666096000119,Não,Não
79221172000226,Não,Não
79230959000254,Não,Não
80583941000134,Não,Não
81619561000175,Sim,Não
81739534000136,Sim,Não
82878471000161,Sim,Não
83017350000198,Não,Não
84512128000124,Sim,Não
84571116000170,Sim,Não
84683408000103,Não,Não
85045532000106,Não,Não
85070068003387,Não,Não
85128981001262,Não,Não
86975760000130,Não,Não
89096457000155,Não,Não
89288229000187,Não,Não
90347840003486,Não,Não
90400888141714,Não,Não
91220624000170,Não,Não
91983056000169,Não,Não
92390137000118,Não,Não
92693019000189,Não,Não
92791243000103,Não,Não
93191989000149,Sim,Sim
93374833000101,Sim,Não
95844163000167,Sim,Não
96402177000193,Não,Não
97131635000160,Não,Não
97411441000118,Não,Não
97548354000107,Não,Não
00000000704245,Não,Não
00006874000156,Não,Não
00355025000108,Não,Não
00527392000141,Sim,Não
00601763000198,Não,Não
00607587002226,Não,Não
00664518000120,Não,Não
00776574000156,Não,Não
00984008000130,Não,Não
00984046000192,Não,Não
01280910000138,Sim,Não
01384869000220,Não informado,Não informado
01472053000178,Não,Não
01472996000109,Não,Não
01515135000152,Não,Não
01532194000139,Não,Não
01534080009427,Não,Não
01560412000149,Não,Não
01639563000510,Não,Não
01678134000129,Não,Não
01685041000202,Não,Não
01830085000106,Não,Não
01838637000114,Sim,Não
01892831000188,Sim,Não
01907000000132,Não,Não
01918902000174,Não,Não
01922804000100,Não,Não
01938783000111,Não,Não
01963850000158,Sim,Não
02280165000190,Não,Não
02309786000159,Não,Não
02351877000152,Não,Não
02414164000190,Não,Não
02415583100010,Não,Não
02419541000184,Não,Não
02427602000155,Sim,Não
02470930000134,Sim,Não
02474103000119,Não,Não
02497354000119,Não,Não
02604860000160,Não,Não
02626506000136,Sim,Não
03073028000147,Não,Não
03129935000160,Sim,Não
03132775000109,Não,Não
03153003000153,Não,Não
03166705000252,Não informado,Não informado
03261703000161,Sim,Não
03297377000142,Não,Não
03332411000172,Não,Não
03388379000147,Não,Não
03476811044361,Não,Não
03548507000172,Não,Não
03612443000121,Não,Não
03652030000170,Não,Não
03692535000169,Sim,Não
03784680000331,Não,Não
03802115000198,Não,Não
03823476000382,Não informado,Não informado
04008342000966,Não informado,Não informado
04012936000193,Sim,Não
04041961000103,Não,Não
04105937000697,Não,Não
04111187000151,Não,Não
04151219000142,Sim,Não
04193584000110,Sim,Não
04228987012597,Não,Não
04236064001038,Não,Não
04356568000109,Não,Não
04373287000580,Não informado,Não informado
04416046000147,Não,Não
04491144000149,Sim,Não
04512077000100,Não,Não
04516841000107,Não,Não
04559901000179,Sim,Não
04633427000188,Não,Não
04715965000111,Não,Não
04726579000125,Não,Não
04752991000110,Não,Não
04776686000168,Não,Não
05011066000109,Não,Não
05103655000451,Não informado,Não informado
05162936000132,Sim,Não
05274349000216,Não informado,Não informado
05300307000121,Não,Não
05403709000151,Não,Não
05468113000130,Não,Não
05483290000195,Sim,Não
05493795000130,Não,Não
05518221000170,Não,Não
05670855000143,Não,Não
05806191000105,Não,Não
06184524000166,Não,Não
06194675002068,Não informado,Não informado
06209808000160,Sim,Não
06695782000107,Sim,Não
06946228000236,Não informado,Não informado
06948969000175,Não,Não
07037568000126,Não,Não
07049347000178,Não,Não
07173282000178,Não,Não
07197697000181,Sim,Não
07207996001121,Não,Não
07216054000561,Não,Não
07216189000101,Não,Não
07216574000302,Não informado,Não informado
07238623000146,Não,Não
07295631000981,Não,Não
07381410000411,Não,Não
07401720000108,Sim,Não
07453097001290,Não,Não
07539289000160,Não,Não
07570650000111,Sim,Não
07650954000199,Não,Não
07718269000157,Não,Não
07739539000106,Não,Não
07856791000103,Sim,Sim
07949328000440,Não,Não
07971407000458,Não,Não
07997460000185,Sim,Não
08005556000182,Não,Não
08005772000551,Não,Não
08076373000158,Não,Não
08090202000183,Não,Não
08092833000727,Não,Não
08106875000184,Sim,Não
08109106000130,Não,Não
08138921000127,Sim,Não
08158478000741,Não informado,Não informado
08193685000141,Não,Não
08227170000115,Não,Não
08284019000119,Sim,Não
08285554000275,Não,Não
08315648000240,Não informado,Não informado
08363909000116,Não,Não
08381692000339,Não,Não
08396550000183,Não,Não
08400521002272,Não,Não
08423090000569,Não informado,Não informado
08523907000147,Não,Não
08527039000173,Não,Não
08527543000173,Não,Não
08534605000174,Não,Não
08542427000123,Não,Não
08558630000198,Não,Não
08573519000170,Sim,Não
08613550000198,Não,Não
08670629000231,Não,Não
08675234000140,Não,Não
08717040000160,Sim,Não
08767745000192,Sim,Não
08776843000196,Sim,Não
08795211000170,Não,Não
08847490000178,Sim,Não
08848841000165,Sim,Não
08915301000157,Não,Não
09031845000119,Sim,Não
09073279000108,Sim,Não
09086213000152,Não,Não
09100612000120,Sim,Não
09139540000125,Não,Não
09142679000128,Não,Não
09285943000182,Não,Não
09321125000511,Não,Não
09333970000183,Sim,Não
09363472000183,Sim,Não
09404923000183,Sim,Não
09462921000493,Não,Não
09560176000172,Sim,Não
09611481000146,Sim,Não
09685963000140,Não,Não
10265088000127,Sim,Não
10292792000179,Não,Não
10300125000271,Não informado,Não informado
10342782000109,Sim,Não
10387557000180,Não,Não
10417109000263,Não,Não
10418525000103,Não,Não
10462980000106,Não,Não
10476396000100,Sim,Não
10506007000133,Sim,Não
10568044000176,Não,Não
10700897000110,Sim,Não
10725413000197,Sim,Não
10736008000174,Sim,Não
10736126000182,Sim,Não
10739356000103,Não,Não
10746497000145,Não,Não
10757963000198,Não,Não
10760260000119,Não,Não
10801891000139,Sim,Não
10807374000177,Não,Não
10918425000219,Não,Não
10987121000122,Não,Não
11013551000106,Sim,Não
11022930000162,Não,Não
11061677000156,Sim,Não
11228174000122,Sim,Sim
11293682000194,Não,Não
11341638000102,Sim,Não
11383070000192,Sim,Sim
11473285000102,Sim,Sim
11486965000152,Sim,Não
11512745000156,Sim,Não
11641971000137,Sim,Não
11707253000116,Sim,Não
11765256000106,Sim,Sim
11791658000185,Sim,Sim
11814211000184,Sim,Não
11854914000217,Não,Não
11909813000115,Não,Não
12218548000191,Não,Não
12221217000100,Sim,Não
12266724000160,Sim,Sim
12411268000103,Sim,Não
12423666000131,Sim,Não
12585023000194,Sim,Não
12585544000141,Sim,Sim
12705032000171,Sim,Sim
12707978000177,Sim,Sim
12799994000137,Sim,Não
12998596000140,Sim,Sim
13028970000147,Sim,Não
13126596000112,Sim,Sim
13133321000106,Não,Não
13214955000193,Sim,Não
13220797000184,Sim,Não
13276007000182,Sim,Não
13299283000247,Não informado,Não informado
13323637000160,Sim,Não
13400375000190,Sim,Não
13444541000150,Sim,Não
13464634000147,Sim,Não
13511049000150,Sim,Não
13626838000137,Sim,Não
13634708000146,Sim,Não
13648827000158,Sim,Não
13698515000159,Sim,Sim
13764672000115,Sim,Sim
13877388000155,Sim,Sim
13891454000141,Sim,Não
13930740000179,Sim,Não
13954121000114,Sim,Não
14011884000194,Sim,Sim
14071828000145,Não,Não
14669926000189,Sim,Sim
14796945000338,Não,Não
14838439000100,Sim,Sim
14926040000173,Sim,Sim
14930165000177,Sim,Sim
14977922000168,Sim,Sim
15008922000112,Não,Não
15009795000176,Sim,Não
15052476000143,Sim,Sim
15069110000187,Não,Não
15133034000121,Sim,Sim
15133483000170,Sim,Sim
15141799000103,Não,Não
15267581000108,Sim,Não
15270587000126,Sim,Sim
15348415000128,Sim,Não
15358653000114,Sim,Sim
15408460000120,Sim,Sim
15408869000147,Sim,Sim
15527906000136,Não,Não
15550294000100,Não,Não
15566845000116,Sim,Sim
15586839000120,Não,Não
15592293000110,Não,Não
15593397000140,Sim,Não
15657373000107,Sim,Não
15729219007025,Não,Não
15744316000165,Não,Não
15753371000111,Não,Não
15803046000116,Não,Não
16307576000136,Sim,Sim
16384130000105,Sim,Não
16502252000159,Sim,Sim
16650254000195,Não,Não
16658089000118,Não,Não
16678918000124,Sim,Sim
16704533000194,Sim,Sim
16715174000170,Não,Não
16748688000122,Sim,Sim
16796218000134,Sim,Sim
16853660000155,Sim,Sim
16930078000145,Não,Não
16940366000180,Sim,Sim
17129125000119,Sim,Não
17179174000166,Sim,Sim
17193320000108,Sim,Sim
17198775000116,Sim,Não
17245234000100,Não,Não
17254689000264,Não informado,Não informado
17314329000120,Não,Não
17316922000105,Sim,Não
17388714000111,Não,Não
17401896000385,Não,Não
17455793000136,Não,Não
17469410000189,Não,Não
17502663000107,Sim,Não
17525217000118,Sim,Sim
17531429000108,Sim,Sim
17535052000165,Sim,Sim
17621467000585,Não,Não
17658395000117,Sim,Não
17936141000113,Sim,Não
17986982000135,Sim,Sim
18021441000135,Sim,Não
18036506000116,Sim,Não
18056949000179,Sim,Não
18057467000133,Sim,Não
18061454000138,Sim,Não
18122795000176,Sim,Sim
18137441000103,Sim,Não
18151162000196,Não,Não
18161977000156,Sim,Não
18203420000130,Sim,Não
18317173000101,Sim,Não
18450333000188,Não,Não
18471932000188,Não,Não
18487318000104,Sim,Sim
18582602000160,Sim,Sim
18594263000131,Sim,Não
18616378000180,Sim,Não
18786219000123,Não,Não
18878673000104,Sim,Sim
18990862000174,Sim,Não
19010373000171,Sim,Não
19019098000157,Sim,Não
19047310000190,Sim,Sim
19107527000148,Sim,Não
19245902000116,Sim,Sim
19250948000123,Sim,Sim
19348327000187,Sim,Sim
19421233000196,Sim,Não
19511803000139,Sim,Não
19617389000147,Sim,Sim
19734864000165,Sim,Sim
19806315000159,Sim,Não
19845108000103,Sim,Sim
19873906000149,Sim,Não
19965495000111,Não,Não
20058633000168,Sim,Sim
20124365000135,Sim,Não
20400034000180,Sim,Sim
20407577000120,Sim,Sim
20548493000106,Não,Não
20598430000164,Sim,Não
20794126000192,Sim,Sim
20819840000198,Sim,Sim
20862177000104,Sim,Sim
20897304000100,Sim,Não
20906842000114,Sim,Sim
20951668000121,Sim,Sim
21102285000141,Sim,Sim
21131895000173,Sim,Não
21190952000195,Sim,Sim
21236193000154,Não,Não
21354050000147,Sim,Sim
21398765000100,Sim,Sim
21415466000128,Sim,Sim
21500321000125,Não,Não
21552354000119,Sim,Não
21554404000105,Sim,Sim
21561280000187,Não,Não
21569443000178,Sim,Sim
21609042000102,Sim,Sim
21674652000181,Sim,Não
21764821000174,Sim,Sim
21892649000134,Sim,Sim
21967082000118,Sim,Sim
22158768000120,Sim,Sim
22180541000181,Sim,Não
22182532000120,Sim,Sim
22266175000188,Não,Não
22377423000168,Sim,Não
22487126000175,Sim,Sim
22543006000148,Sim,Sim
22564103000117,Sim,Não
22584798000107,Não,Não
22589796000100,Não,Não
22610698000108,Sim,Não
22615451000176,Sim,Sim
22665330000139,Sim,Não
22678606000113,Sim,Sim
22695041000182,Não,Não
22771657000195,Sim,Sim
22774979000198,Sim,Sim
22796480000181,Sim,Sim
22796524000173,Sim,Sim
22843966000123,Sim,Sim
22939864000106,Não,Não
22949957000111,Sim,Sim
22954022000123,Sim,Sim
23256587000108,Sim,Sim
23284662000136,Sim,Sim
23352744000170,Sim,Sim
23378757000119,Sim,Não
23386819000134,Sim,Não
23455820000173,Não,Não
23458802000145,Não,Não
23481095000108,Sim,Sim
23487502000194,Sim,Sim
23490553000175,Sim,Sim
23491872000103,Sim,Sim
23497057000143,Sim,Sim
23499317000110,Sim,Sim
23608695000194,Não,Não
23708181000100,Sim,Sim
23774124000120,Não,Não
23777614000180,Sim,Sim
23977709000147,Sim,Não
24127251000108,Sim,Não
24127925000166,Sim,Sim
24240359000102,Sim,Não
24277358000124,Sim,Não
24285828000100,Sim,Sim
24326807000187,Não,Não
24380423000142,Sim,Não
24382033000101,Sim,Sim
24385843000111,Sim,Sim
24418103000134,Sim,Sim
24446545000194,Sim,Não
24495618000138,Não,Não
24531609000155,Sim,Sim
24602508000128,Não,Não
24638189000100,Não,Não
24652732000124,Sim,Não
24672548000146,Sim,Não
24684800000137,Não,Não
24754313000101,Sim,Sim
24789611000129,Sim,Não
24816673000182,Sim,Sim
24865173000130,Sim,Não
24925825000266,Não informado,Não informado
25031892000119,Sim,Sim
25045966000176,Sim,Sim
25070082000171,Sim,Sim
25152630000102,Sim,Não
25168456000196,Sim,Não
25198493000147,Não,Não
25235488000167,Sim,Sim
25292139000187,Sim,Sim
25370597000197,Sim,Não
25381057000109,Sim,Sim
25385951000157,Sim,Sim
26010464000172,Sim,Sim
26148942000105,Sim,Sim
26200007000140,Sim,Sim
26242107000563,Não,Não
26345808000102,Sim,Sim
26453037000169,Sim,Não
26468187000146,Sim,Sim
