cnpj,saude_tributaria
34914238000144,CINZA
34928791000136,CINZA
34933106000160,CINZA
34989291000104,CINZA
34994503000141,CINZA
35017451000116,CINZA
35041958000105,CINZA
35098174000113,CINZA
35104073000108,CINZA
35120130000142,CINZA
35168606000115,CINZA
35221034000190,CINZA
35248364000170,CINZA
35295353000140,CINZA
35299006000196,CINZA
35330666000192,CINZA
35351053000131,CINZA
35374953000102,CINZA
35431256000138,CINZA
35455392000168,CINZA
35463824000182,CINZA
35465931000140,CINZA
35469756000169,CINZA
35484134000100,CINZA
35489427000180,CINZA
35532874000174,CINZA
35536433000140,CINZA
35538205000100,CINZA
35562460000198,CINZA
35567931000150,CINZA
35574932000122,CINZA
35580827000104,CINZA
35592463000174,CINZA
35623603000124,CINZA
35637138000180,CINZA
35640084000102,CINZA
35713347000166,CINZA
35744948000136,CINZA
35747041000120,CINZA
35761210000187,CINZA
35768616000191,CINZA
35800843000157,CINZA
35803684000144,CINZA
35807060000103,CINZA
35825814000140,CINZA
35829032000189,CINZA
35895293000105,CINZA
35898825000150,CINZA
35910204000144,CINZA
35930342000195,CINZA
35933660000100,CINZA
35935189000199,CINZA
35957662000139,CINZA
35967903000120,CINZA
36005170000106,CINZA
36006360000148,CINZA
36033808000112,CINZA
36049996000177,CINZA
36062318000144,CINZA
36066192000186,CINZA
36069775000160,CINZA
36072143000156,CINZA
36074456000143,CINZA
36120237000153,CINZA
36131652000102,CINZA
36131774000107,CINZA
36156478000152,CINZA
36167537000198,CINZA
36178296000182,CINZA
36209388000182,CINZA
36210282000107,CINZA
36213603000119,CINZA
36236997000120,CINZA
36238218000126,CINZA
36242456000105,CINZA
36293614000156,CINZA
36324793000141,CINZA
36342449000185,CINZA
36369582000125,CINZA
36404704000177,CINZA
36418803000108,CINZA
36517229000145,CINZA
36569230000113,CINZA
36585639000123,CINZA
36594665000118,CINZA
36601701000123,CINZA
36604579000149,CINZA
36611281000166,CINZA
36663499000164,CINZA
36739706000117,CINZA
36770446000142,CINZA
36799382000102,CINZA
36819238000190,CINZA
36822970000110,CINZA
36900709000190,CINZA
36929072000165,CINZA
38520912000167,VERDE
40168106000113,CINZA
40297269000872,CINZA
40594707000198,CINZA
41278532000172,CINZA
44480283003883,AMARELA
45495694000547,VERDE
45904562000106,VERDE
47063128013901,CINZA
47497367001440,CINZA
49414816000150,VERMELHO
51466860000156,VERMELHO
52548435000179,AMARELA
54208129000119,CINZA
54342134000110,CINZA
56643018000166,VERMELHO
57110751000188,CINZA
57698037000403,CINZA
57702672000166,AMARELA
58617192000160,VERDE
59231076000170,VERMELHO
59789545000171,CINZA
60746948000112,CINZA
60894730000105,VERDE
60919909001737,VERDE
61082004000150,VERMELHO
61486650000183,VERMELHO
61979944000147,CINZA
62769500027501,CINZA
62955505421774,CINZA
63605554000132,VERDE
64232218000154,CINZA
64239437000599,CINZA
64529316000239,CINZA
65214629000180,CINZA
65360067000182,VERMELHO
67442160000161,CINZA
67976118000120,CINZA
68700582000152,VERDE
72210677000165,VERDE
74135872000101,CINZA
74179151000608,CINZA
74647041000100,VERDE
74857962000106,CINZA
77619674000284,CINZA
77708097000116,CINZA
77942886000117,CINZA
78236668000472,CINZA
79504601000191,CINZA
80239700000172,CINZA
81428807000121,VERDE
81468100000149,CINZA
81669707000197,VERDE
82636986000155,VERMELHO
82901000000127,AMARELA
84633841000126,VERDE
85141406000147,VERDE
85493047000197,CINZA
85506418000128,CINZA
86444817000174,AMARELA
87696357000134,VERDE
88006515000140,VERDE
88610126000129,VERDE
88611835000129,VERMELHO
89086144000116,CINZA
90392259000118,VERDE
90441460000148,VERMELHO
90964198000116,CINZA
92702067000196,CINZA
92749225000163,CINZA
94786514000168,CINZA
94982097000129,CINZA
95629689002500,CINZA
96035175000103,CINZA
96288071000100,CINZA
97550002000196,CINZA
00056703000131,CINZA
00070698000111,VERDE
00416968000101,AMARELA
00497983000113,VERMELHO
00653149000331,CINZA
00657059000157,CINZA
00976728000153,CINZA
01027058000191,AMARELA
01131374000370,CINZA
01141914000135,CINZA
01183116000176,CINZA
01252894000331,CINZA
01324669000282,CINZA
01417222000177,AMARELA
01426797000156,CINZA
01432432000134,CINZA
01503664000136,VERDE
01517316000118,CINZA
01548981000179,VERMELHO
01755556000150,VERDE
01763201000103,CINZA
01835593000179,CINZA
01838723027165,CINZA
01877929000166,CINZA
01884995000163,VERDE
01929666000191,CINZA
01980915000173,CINZA
02069157000107,CINZA
02084128000297,CINZA
02135214000109,CINZA
02156195000199,VERDE
02162616000194,CINZA
02193750000152,VERDE
02216615000185,VERDE
02255929000278,CINZA
02271791000110,CINZA
02334334000208,CINZA
02351144000118,VERMELHO
02357931000177,CINZA
02365069000144,VERDE
02421421000111,VERDE
02490163000125,VERDE
02527116000290,CINZA
02549268000102,CINZA
02558157000162,AMARELA
02559802000161,VERMELHO
02564017000105,CINZA
02643816000169,VERDE
03004856000123,VERMELHO
03114684000140,CINZA
03138148000185,CINZA
03174563000194,CINZA
03220438000173,VERDE
03363468000139,VERDE
03404957000191,VERDE
03456763000130,CINZA
03558521000157,VERDE
03579418000193,VERDE
03586443000102,CINZA
03615350000150,CINZA
03658820001054,CINZA
03679285000127,CINZA
03775159004244,CINZA
03954196000141,CINZA
03983431000103,VERDE
04029129000183,VERMELHO
04041113000196,CINZA
04412584000163,CINZA
04477214000104,CINZA
04500285000180,VERDE
04641825000146,CINZA
04659862000181,AMARELA
04673993000113,VERDE
04675868000495,CINZA
04798993000140,CINZA
04903577000164,VERDE
04927231000287,VERMELHO
04940514000188,CINZA
05052920000177,CINZA
05292343000190,CINZA
05368132000194,CINZA
05469733000193,CINZA
05490218000195,CINZA
05646969000158,VERDE
05687069000159,VERDE
05799312000120,VERDE
05801566000136,CINZA
05815689000126,CINZA
05893647000103,VERMELHO
06057879000194,VERDE
06141890000138,CINZA
06203516000110,CINZA
06254125000124,CINZA
06288884000108,CINZA
06303786000100,CINZA
06320180000175,CINZA
06421119000114,CINZA
07091286000107,VERDE
07121507000142,CINZA
07148556000179,VERDE
07149619000101,CINZA
07193859000103,CINZA
07206816000115,VERDE
07214726000176,CINZA
07254926000152,CINZA
07275253000117,CINZA
07288019000124,CINZA
07295370000142,VERMELHO
07396779000155,AMARELA
07415333000120,VERDE
07437016000105,VERDE
07445626000150,VERDE
07464224000101,CINZA
07526430000190,CINZA
07526557000100,VERDE
07562483000167,CINZA
07562717000257,CINZA
07621142000115,VERMELHO
07689002000189,VERMELHO
07716220000165,CINZA
07731281000100,CINZA
07742861000194,CINZA
07743406000294,VERDE
07792010000156,CINZA
07811304000188,CINZA
07845833000100,VERDE
07857594000109,CINZA
07882930000165,VERDE
07886720000145,CINZA
07931944000121,AMARELA
07938280000394,CINZA
08003070000105,VERMELHO
08007350004260,CINZA
08041508000220,CINZA
08078582000130,CINZA
08085236000341,CINZA
08090122000209,CINZA
08127756000299,CINZA
08151485000126,CINZA
08154905000128,VERDE
08183400000191,CINZA
08191897000190,CINZA
08236568000118,VERDE
08249524000203,CINZA
08271846000178,CINZA
08272407000180,CINZA
08294189000184,CINZA
08300560000173,CINZA
08358068000230,CINZA
08364948000138,VERDE
08372826000274,CINZA
08389020000531,CINZA
08498384000126,CINZA
08522471000414,CINZA
08535914000916,CINZA
08544919000158,CINZA
08551091000246,CINZA
08552353000106,CINZA
08621693000141,AMARELA
08637195000197,CINZA
08651836000168,CINZA
08659143000111,CINZA
08792840000146,CINZA
08821901000237,CINZA
08917620000100,VERDE
08938262000103,VERDE
09012163000169,VERDE
09030956000100,CINZA
09112289000105,VERDE
09192745000174,VERDE
09236609000139,CINZA
09261324000158,CINZA
09280610000160,CINZA
09346601000125,VERDE
09372069000110,CINZA
09373510000189,CINZA
09384794000109,CINZA
09419130000138,CINZA
09436438000191,CINZA
09452631000116,CINZA
09466214000122,CINZA
09539238000164,VERMELHO
09552510000146,VERDE
09552826000138,CINZA
09574860000103,CINZA
09613388000170,CINZA
10016169000193,VERMELHO
10201864000125,VERDE
10224620000168,VERMELHO
10247439000177,VERDE
10269444000180,VERDE
10280175000153,CINZA
10371269000219,CINZA
10465504000130,CINZA
10492480000109,CINZA
10501680000180,CINZA
10598744000103,CINZA
10627617000195,CINZA
10644258000184,CINZA
10701577000184,CINZA
10708321000107,VERDE
10729758000119,CINZA
10789498000177,CINZA
10811590000196,VERDE
10844521000189,CINZA
10934833000183,VERDE
10953497000116,CINZA
10969102000254,CINZA
11038819000164,CINZA
11040403000180,CINZA
11043301000119,AMARELA
11051183000786,CINZA
11125081000172,VERDE
11147818000158,CINZA
11162037000132,VERDE
11242745000183,CINZA
11321867000165,VERDE
11422657000163,CINZA
11427435000133,VERDE
11446447000105,CINZA
11454158000581,CINZA
11522185000110,CINZA
11538417000129,CINZA
11547008000350,CINZA
11574805000327,CINZA
11609739000111,VERDE
11721921000160,AMARELA
11725176000127,VERDE
11746225000108,CINZA
11746516000104,CINZA
11758114000111,CINZA
11823618000178,CINZA
11897167000113,CINZA
11914513000124,VERDE
11927560000102,CINZA
11954238000172,CINZA
11980650000167,CINZA
11998753000154,CINZA
12079227000153,CINZA
12099803000124,VERDE
12152720000151,CINZA
12181987000177,AMARELA
12212369000147,VERDE
12268433000101,CINZA
12282411000104,CINZA
12330947000140,CINZA
12348634000119,CINZA
12389384000165,CINZA
12390619000139,CINZA
12407158000160,CINZA
12432977000167,CINZA
12548981000195,CINZA
12602677000189,CINZA
12667306000185,CINZA
12669343000122,VERDE
12684479000101,VERDE
12707629000155,CINZA
12716230000130,CINZA
12756877000196,CINZA
12785565000100,VERDE
12793355000164,CINZA
12796180000149,CINZA
12811427000159,CINZA
12927329000181,CINZA
12952435000115,CINZA
12981434000107,CINZA
13036000000193,CINZA
13043021003313,CINZA
13055869000185,CINZA
13068883000113,VERDE
13094568000160,VERMELHO
13147387000155,VERDE
13164734000158,CINZA
13176827000100,CINZA
13224623000190,CINZA
13267201000100,CINZA
13270520000166,CINZA
13290635000112,VERMELHO
13314066000106,CINZA
13341144000153,CINZA
13432565000190,VERDE
13448054000166,VERDE
13467285000117,CINZA
13501974000443,CINZA
13515930000120,CINZA
13574594000196,CINZA
13677987000125,CINZA
13684497000156,CINZA
13756741000149,CINZA
13786260000186,CINZA
13788120000147,VERDE
13873961000152,CINZA
13885408000130,CINZA
13910407000106,CINZA
13945153000153,CINZA
14055516001039,CINZA
14110353000159,CINZA
14314722000125,CINZA
14454027000169,CINZA
14504606000179,CINZA
14519479000181,CINZA
14572159000195,CINZA
14575053000145,CINZA
14621719000154,CINZA
14677384000196,CINZA
14700004000197,CINZA
14743287000154,CINZA
14744956000102,CINZA
14757830000172,CINZA
14818326000135,CINZA
15048715000191,CINZA
15051548000138,VERDE
15066249000177,CINZA
15138153000177,CINZA
15184199000122,CINZA
15205711000170,CINZA
15415378000123,CINZA
15423737000194,CINZA
15451936000106,CINZA
15458839000145,CINZA
15540472000104,CINZA
15570280000140,VERMELHO
15595799000183,CINZA
15670251000150,CINZA
15674830000171,CINZA
15694465000167,CINZA
15710607000132,AMARELA
15756479000168,CINZA
15813054000143,CINZA
16569635000144,CINZA
16584360000118,CINZA
16670085000155,VERDE
16808286000176,CINZA
16848995000185,CINZA
16852380000122,CINZA
16976304000129,CINZA
16986951000200,CINZA
17000226000195,CINZA
17020627000107,CINZA
17046490000160,CINZA
17070802000170,VERDE
17088673000148,VERDE
17092056000116,VERDE
17119203000102,CINZA
17122230000126,CINZA
17170150011261,CINZA
17191699000117,CINZA
17268850000178,CINZA
17276237000100,CINZA
17313310000169,CINZA
17314499000104,VERDE
17344408000183,CINZA
17358112000111,CINZA
17400248000142,CINZA
17459724000109,CINZA
17528802005483,CINZA
17564909000175,CINZA
17819660000100,CINZA
17828654000100,VERDE
17857389000199,VERDE
17884360000368,CINZA
18051877000177,CINZA
18071012000172,CINZA
18071999000125,CINZA
18080578000160,CINZA
18101419000103,VERMELHO
18106612000129,CINZA
18142111000106,CINZA
18169539000134,CINZA
18200726000133,CINZA
18210750000153,CINZA
18240800000145,CINZA
18245663000131,CINZA
18272637000100,CINZA
18301827000109,VERMELHO
18317119000158,CINZA
18337155000183,CINZA
18358628000129,CINZA
18363960000181,VERDE
18441849000166,CINZA
18456547000161,CINZA
18456629000106,CINZA
18492486000198,CINZA
18657786000180,CINZA
18716663000172,CINZA
18741069000131,CINZA
18752085000120,CINZA
18785578000166,CINZA
18810180000132,CINZA
19029652000187,CINZA
19055373000198,CINZA
19067692000113,CINZA
19092402000191,CINZA
19148091000135,VERMELHO
19197854000138,CINZA
19210311000103,VERMELHO
19267423000109,CINZA
19312117000139,CINZA
19340286000182,CINZA
19398442000247,CINZA
19451777000109,CINZA
19497169000127,CINZA
19519090000150,CINZA
19564750000114,CINZA
19567993000106,CINZA
19573984000128,CINZA
19624877000181,CINZA
19732496000116,CINZA
19759428000140,CINZA
19767299000132,CINZA
19789659000105,CINZA
19795874000100,CINZA
19837801000134,CINZA
19885713000108,CINZA
19917117000162,CINZA
19968588000108,VERDE
20001134000134,CINZA
20027323000186,CINZA
20038574000166,CINZA
20082306000141,CINZA
20105047000127,CINZA
20187200000102,CINZA
20286157000132,CINZA
20334881000194,VERDE
20385776000184,CINZA
20438658000197,VERDE
20460258000188,CINZA
20468672000133,CINZA
20681568000122,CINZA
20713120000143,CINZA
20747707000173,CINZA
20781579000184,CINZA
20842901000138,CINZA
20876023000171,VERMELHO
20985942000183,CINZA
20988234000104,CINZA
21011102000182,CINZA
21016518000193,AMARELA
21101114000106,CINZA
21181846000145,CINZA
21237666000138,CINZA
21238551000168,CINZA
21299700000107,CINZA
21314559000166,AMARELA
21378415000173,CINZA
21384333000131,CINZA
21539578000190,CINZA
21540860000198,CINZA
21602411000127,CINZA
21603311000115,VERDE
21684026000176,CINZA
21687874000139,CINZA
21772951000159,CINZA
21790559000132,CINZA
21796162000158,CINZA
21796483000152,CINZA
21834625000200,CINZA
21913651000142,CINZA
21923681000130,CINZA
21941302000134,CINZA
21997199000144,CINZA
22001019000195,CINZA
22085368000132,CINZA
22126749000112,CINZA
22177362000195,CINZA
22220967000111,CINZA
22243876000100,CINZA
22251660000188,CINZA
22252722000176,CINZA
22254916000100,VERMELHO
22279542000188,CINZA
22334099000109,CINZA
22370251000109,CINZA
22405228000102,CINZA
22439868000125,CINZA
22499910000284,CINZA
22575410000101,CINZA
22597823000189,CINZA
22657494000114,CINZA
22670245000169,CINZA
22780462000101,CINZA
22802868000148,CINZA
22863329000119,CINZA
22864696000137,CINZA
23003382000102,CINZA
23008920000151,CINZA
23014917000140,CINZA
23022002000187,CINZA
23040592000170,CINZA
23105633000160,CINZA
23122372000196,CINZA
23142435000176,CINZA
23197881000188,CINZA
23225342000105,CINZA
23351498000132,CINZA
23407451000224,CINZA
23516848000173,CINZA
23528719000103,CINZA
23538953000103,CINZA
23558049000160,CINZA
23583436000156,CINZA
23610882000102,CINZA
23615401000151,CINZA
23664544000153,CINZA
23717422002202,CINZA
23782589000122,VERDE
23831904000164,CINZA
23854490000199,CINZA
23874230000185,CINZA
23884346000103,CINZA
23885357000108,CINZA
23957906000102,CINZA
24001602000121,CINZA
24061992000125,CINZA
24089727000155,CINZA
24093803000104,CINZA
24103316000177,CINZA
24316760000170,CINZA
24323140000169,CINZA
24430694000165,CINZA
24508145000166,VERDE
24550946000190,CINZA
24742795000171,CINZA
24770901000120,CINZA
24848759000197,CINZA
24866605000128,CINZA
24882839000169,CINZA
24916046000113,CINZA
24962466000136,CINZA
24989200000187,CINZA
24992149000162,CINZA
25016522000102,CINZA
25150340000120,CINZA
25164115000142,CINZA
25180130000184,CINZA
25220690000115,VERMELHO
25257976000175,CINZA
25283725000165,CINZA
25403651000153,CINZA
25892728000104,VERDE
25987564000190,CINZA
25995145000109,CINZA
26040201000106,CINZA
26092066000142,CINZA
26103491000190,CINZA
26113356000125,CINZA
26199139000108,CINZA
26201348001617,CINZA
26220295000103,VERDE
26278805000195,CINZA
26291972000176,CINZA
26299356000161,CINZA
26425245000154,CINZA
26470181000103,CINZA
26475125000161,CINZA
26501479000133,VERDE
26504937000198,CINZA
26513772000110,CINZA
26578281000158,CINZA
26578748000160,CINZA
26593169000196,CINZA
26607467000198,CINZA
26622409000133,CINZA
26658255000130,CINZA
26677549000109,CINZA
26688078000134,CINZA
26718434000115,CINZA
26731598000182,VERMELHO
26737185000105,CINZA
26809256000138,CINZA
26842501000109,CINZA
26857850000102,CINZA
26919298000121,CINZA
26928421000170,CINZA
26931635000104,CINZA
26940037000193,CINZA
26948345000165,CINZA
26958967000174,CINZA
26992889000124,CINZA
27218425000128,CINZA
27257150000131,VERDE
27263625000100,CINZA
27305246000128,CINZA
27409900000143,CINZA
27414327000166,CINZA
27418725000150,CINZA
27484202000102,VERDE
27509282000103,CINZA
27559078000105,CINZA
27602065000163,VERDE
27630153000179,CINZA
27651837000157,CINZA
27720210000100,CINZA
27771547000147,CINZA
27802208000180,CINZA
27869247000103,VERDE
27914830000180,CINZA
27943803000136,CINZA
27969222000173,CINZA
28029474000185,CINZA
28046946000108,CINZA
28061821000157,VERDE
28075944000147,CINZA
28087909000148,CINZA
28095294000100,CINZA
28099056000164,CINZA
28121474000100,CINZA
28189095000152,CINZA
28193744000199,CINZA
28198535000138,CINZA
28223145000170,CINZA
28270747000189,CINZA
28332714000116,CINZA
28345074000189,CINZA
28383127000156,CINZA
28473086000199,CINZA
28549695000184,CINZA
28593072000109,CINZA
28608903000179,CINZA
28614011000180,CINZA
28643664000198,CINZA
28668442000120,CINZA
28709391000137,CINZA
28763843000169,CINZA
28836611000193,CINZA
28840306000175,CINZA
28851070000172,CINZA
28895086000187,CINZA
28926498000137,CINZA
29006306000137,CINZA
29018924000105,CINZA
29163131000171,CINZA
29223548000182,CINZA
29290858000110,CINZA
29348593000163,CINZA
29366549000267,VERDE
29400816000194,CINZA
29422030000178,CINZA
29433243000103,CINZA
29459079000103,CINZA
29464810000180,CINZA
29492356000171,CINZA
29505667000128,CINZA
29518778000179,CINZA
29520687000178,CINZA
29523571000192,CINZA
29648871000106,CINZA
29651816000167,CINZA
29679901000133,CINZA
29681272000186,CINZA
29759335000170,CINZA
29773381000123,CINZA
29789879000184,CINZA
29847426000167,CINZA
29917260000108,CINZA
29925497000130,CINZA
29938697000128,CINZA
29944458000180,CINZA
29977151000186,CINZA
29979036068454,CINZA
30039789000155,CINZA
30062641000131,CINZA
30070227000174,CINZA
30131873000102,CINZA
30148369000107,CINZA
30152004000156,CINZA
30181836000109,CINZA
30259734000150,CINZA
30277715000157,CINZA
30364730000132,CINZA
30385392000115,CINZA
30395178000140,CINZA
30423120000162,CINZA
30442479000187,CINZA
30477910000120,CINZA
30522480000111,CINZA
30548021000107,CINZA
30564960000145,CINZA
30582553000160,CINZA
30597003000115,CINZA
30601851000150,CINZA
30621985000133,CINZA
30628035000130,CINZA
30640545000123,CINZA
30674412000178,CINZA
30704276000111,CINZA
30712618000145,CINZA
30746417000169,CINZA
30754498000149,CINZA
30786045000102,CINZA
30795234000133,CINZA
30801397000181,CINZA
30846953000136,CINZA
30864713000164,CINZA
30916385000100,CINZA
31019077000137,CINZA
31028586000126,CINZA
31074213000191,CINZA
31098829000100,CINZA
31114580000171,CINZA
31139478000120,CINZA
31184008000189,CINZA
31190081000163,CINZA
31270923000197,CINZA
31336861000179,CINZA
31346101000142,CINZA
31374125000105,CINZA
31380473000195,CINZA
31389435000101,CINZA
31394501000123,CINZA
31427736000174,CINZA
31465747000149,CINZA
31563754000183,CINZA
31627330000135,CINZA
31632131000115,CINZA
31636698000160,CINZA
31659305000133,CINZA
31666689000111,CINZA
31681199000194,CINZA
31703131000169,CINZA
31711975000151,CINZA
31751053000178,CINZA
31810241000120,CINZA
31883674000105,CINZA
31937144000100,CINZA
31943481000100,CINZA
32006114000135,CINZA
32007398000184,CINZA
32021063000110,CINZA
32036104000142,CINZA
32053739000158,CINZA
32216221000198,CINZA
32230379000112,CINZA
32230875000176,CINZA
32260862000140,CINZA
32278757000138,CINZA
32296126000141,CINZA
32345301000143,CINZA
32353982000191,CINZA
32378667000119,CINZA
32477070000121,CINZA
32496037000149,CINZA
32575398000180,CINZA
32621266000148,CINZA
32663037000196,CINZA
32744584000104,CINZA
32744830000110,CINZA
32775489000160,CINZA
32784169000176,CINZA
32899424000126,CINZA
32925238000114,CINZA
32945422000126,CINZA
32983293000160,CINZA
33000167013270,VERMELHO
33036284000125,CINZA
33069407000124,CINZA
33086357000193,CINZA
33102476000192,CINZA
33244825000100,CINZA
33286566000180,CINZA
33307177000194,CINZA
33331741000104,CINZA
33347639000105,CINZA
33372542000144,CINZA
33428975000174,CINZA
33435303000196,CINZA
33467572000134,CINZA
33502567000115,CINZA
33659824000127,CINZA
33685741000102,CINZA
33689608000124,CINZA
33696393000179,CINZA
33703978000179,CINZA
33706702000144,CINZA
33708234000147,CINZA
33770901000111,CINZA
33781289000182,CINZA
33783199000120,CINZA
33822332000100,CINZA
33834287000104,CINZA
33834488000101,CINZA
33838765000154,CINZA
33851202000104,CINZA
33856003000180,CINZA
33874986000188,CINZA
33949838000185,CINZA
33952024000108,CINZA
33983688000126,CINZA
33999093000169,CINZA
34026326000100,CINZA
34078474000178,CINZA
34079454000111,CINZA
34109411000131,CINZA
34123119000173,CINZA
34175302000112,CINZA
34176668000106,CINZA
34204122000111,CINZA
34249274000130,CINZA
34301219000142,CINZA
34338233000110,CINZA
34404827000182,CINZA
34417165000185,CINZA
34465480000188,CINZA
34469708000108,CINZA
34475401000110,CINZA
34479598000165,CINZA
34488495000161,CINZA
34532295000169,CINZA
34567113000195,CINZA
34588836000170,CINZA
34606494000174,CINZA
34616507000196,CINZA
34623569000125,CINZA
34664605000107,CINZA
34666092000165,CINZA
34672308000103,CINZA
34699757000137,CINZA
34704101000165,CINZA
34885441000130,CINZA
34910884000133,CINZA
34925593000119,CINZA
34932222000164,CINZA
34934008000147,CINZA
34950938000194,CINZA
34956486000158,CINZA
34967693000108,CINZA
35003950000154,CINZA
35007085000114,CINZA
35012602000143,CINZA
35030623000191,CINZA
35040169000150,CINZA
35096016000124,CINZA
35105373000101,CINZA
35144556000136,CINZA
35145006000131,CINZA
35170474000166,CINZA
35237814000129,CINZA
35248172000163,CINZA
35249587000151,CINZA
35251002000138,CINZA
35273247000166,CINZA
35279855000188,CINZA
35301893000190,CINZA
35345612000109,CINZA
35348394000158,CINZA
35355599000160,CINZA
35374965000129,CINZA
35382754000138,CINZA
35384217000127,CINZA
35394646000185,CINZA
35400361000100,CINZA
35567158000122,CINZA
35627699000107,CINZA
35630794000151,CINZA
35651285000105,CINZA
35662585000190,CINZA
35734342000110,CINZA
35750171000112,CINZA
35817427000161,CINZA
35841100000125,CINZA
35873580000106,CINZA
35876371000116,CINZA
35892499000173,CINZA
35900172000104,CINZA
35924811000163,CINZA
35929444000190,CINZA
35942528000164,CINZA
35973105000101,CINZA
35975682000132,CINZA
35993665000128,CINZA
36012387000143,CINZA
36030138000180,VERDE
36033396000110,CINZA
36034640000160,CINZA
36043657000183,CINZA
36044683000126,CINZA
36053378000109,CINZA
36059823000130,CINZA
36085766000163,CINZA
36098414000142,CINZA
36116707000105,CINZA
36123317000162,CINZA
36150976000198,CINZA
36186829000178,CINZA
36224242000106,CINZA
36226615000188,CINZA
36249937000142,CINZA
36257702000100,CINZA
36308456000160,CINZA
36333082000133,CINZA
36368668000133,CINZA
36377621000136,CINZA
36398828000197,CINZA
36404571000139,CINZA
36408852000160,CINZA
36409017000144,CINZA
36438305000127,CINZA
36477368000192,CINZA
36503744000176,CINZA
36511206000123,CINZA
36531471000173,CINZA
36538853000129,CINZA
36545856000190,CINZA
36578873000123,CINZA
36581765000100,CINZA
36607744000116,CINZA
36610818000173,CINZA
36640808000180,CINZA
36643057000156,CINZA
36643951000126,CINZA
36649894000192,CINZA
36668436000109,CINZA
36686762000130,CINZA
36700627000100,CINZA
36734026000100,CINZA
36736864000113,CINZA
36769281000199,CINZA
36808963000163,CINZA
36814906000197,CINZA
36832015000163,CINZA
36857531000142,CINZA
36952711000103,CINZA
38665501000160,CINZA
40882565000164,VERDE
41268145000155,CINZA
41316886000164,CINZA
42278291000124,AMARELA
42278473000103,CINZA
42771949000135,CINZA
43358480000170,CINZA
45027216000189,CINZA
46750162000229,CINZA
47525068000158,CINZA
47960950000121,AMARELA
50196039000102,VERDE
50564053000103,VERMELHO
52159571000177,VERDE
52202744001083,CINZA
54638069000174,CINZA
54960554000160,AMARELA
56078181000123,CINZA
57073132000160,VERDE
57743296001200,VERDE
58160789015664,CINZA
60637238000154,CINZA
60701190264420,CINZA
60746948777311,CINZA
60872504000123,AMARELA
61189288008830,CINZA
61256962000109,VERMELHO
61409892022738,CINZA
61585865112979,CINZA
62450267000138,VERMELHO
62984091000102,VERDE
64443104000153,CINZA
64840556000179,CINZA
65160715000157,CINZA
65252074000160,CINZA
65738866000140,CINZA
66098880000199,CINZA
66700295000117,AMARELA
67159145000100,VERDE
67165407000140,VERDE
67775098000120,CINZA
68423318000208,CINZA
71010953000189,VERMELHO
73893000000131,CINZA
76838945000149,VERDE
79312336000140,CINZA
79426706000170,VERDE
79572442000162,VERDE
80227184000166,CINZA
81778722000173,VERMELHO
82192972000190,CINZA
82508433000117,CINZA
83305235015221,VERDE
83552349000163,CINZA
87159000009092,CINZA
87170452000108,CINZA
88610191000154,CINZA
89849459000178,VERDE
90878737000102,CINZA
92465434000185,CINZA
93557528000147,VERDE
93929552000160,CINZA
97262646000189,CINZA
00378298000178,CINZA
00390681000141,VERDE
00490375000187,CINZA
00510667000134,VERMELHO
00618428000100,CINZA
00622416000141,CINZA
00628107009305,CINZA
00660472000170,CINZA
00669237000160,CINZA
00670202000140,CINZA
00682315000166,CINZA
00757649000151,CINZA
00777288000296,CINZA
00981991000130,CINZA
01097937000190,CINZA
01130110000130,CINZA
01244106000101,CINZA
01334946000157,VERDE
01370451000183,CINZA
01383824000150,CINZA
01577520000124,CINZA
01879299000169,CINZA
01892724000150,CINZA
01907012000167,CINZA
01925182000174,AMARELA
02129213000143,CINZA
02162057000112,VERMELHO
02175547000153,CINZA
02217319000107,CINZA
02242286000147,VERMELHO
02354333000144,VERDE
02402578000795,VERDE
02415583206942,CINZA
02431962000120,CINZA
02470454000151,CINZA
02718544000119,VERMELHO
02800026000140,CINZA
02860694000162,VERMELHO
02887100010412,CINZA
02918044000120,CINZA
02932074000191,VERMELHO
02950811000189,VERMELHO
03035353000115,VERDE
03121963000131,VERDE
03160857000167,CINZA
03242379000134,VERDE
03329671000199,VERDE
03476486000127,CINZA
03484592000152,VERDE
03910257000179,CINZA
03939363000185,CINZA
04090052000157,CINZA
04150245000156,CINZA
04200002000347,CINZA
04205503000154,VERDE
04273594000165,CINZA
04373369000443,CINZA
04381184000138,CINZA
04825199000148,CINZA
04894314000136,CINZA
04895728000180,VERDE
04910371000161,CINZA
04919884000133,VERDE
04938443000189,CINZA
04946910000112,CINZA
04956084000192,CINZA
05022135000252,CINZA
05046455001214,VERDE
05149144000128,CINZA
05214273000152,CINZA
05217964000100,CINZA
05282410000196,CINZA
05304990000175,AMARELA
05465560000488,CINZA
05543938000252,CINZA
05587446000188,CINZA
05591319000152,VERMELHO
05699339000141,CINZA
05756095000191,VERMELHO
05779149000134,VERMELHO
05841375000106,CINZA
05844054000157,CINZA
05878397000132,VERMELHO
05942554000121,VERDE
05949688000174,CINZA
06006280000121,CINZA
06006508000183,CINZA
06057223000171,VERMELHO
06142246000184,CINZA
06265728000121,CINZA
06270580000113,CINZA
06290858001439,CINZA
06341990000108,VERMELHO
06517718000136,CINZA
06743116000105,VERDE
06885452000184,VERMELHO
06928398001502,CINZA
07040108012597,VERDE
07054725000101,VERDE
07066911000160,VERDE
07144071000107,CINZA
